id,normalized_tweet
8433,"['upon', 'time', 'night', 'light', 'marine', 'drive', 'male', 'maldives', 'sony', 'xperiaz', 'xperiaz', 'moment']"
8434,"['santa', 'apple', 'store', 'genius', 'apple', 'advertising', 'santa', 'christmas']"
8435,"['goodmornin', 'insta', 'iphone', 'instaface', 'instaface', 'instagram', 'doog', 'kiss', 'sunn', 'sexy', 'share', 'follow']"
8436,"['mac', 'computer', 'get', 'malicious', 'fake', 'installer', 'trojan', 'apple', 'iphone', 'hatemac', 'wakeup']"
8437,"['next', 'thurs', 'love', 'shopping', 'list', 'ask', 'advance', 'next', 'week', 'download', 'shoppinglist', 'app', 'iphone', 'drandrew', 'relationship', 'dating', 'datingadvice', 'iphone', 'pic', 'twitter', 'com', 'oozk', 'izh']"
8438,"['cook', 'hateapple', 'iphone', 'new', 'design', 'wireless', 'charging', 'iris', 'scanner', 'iphone', 'plus', 'huge', 'wireless', 'headphone', 'package']"
8439,"['new', 'phone', 'iphone', 'gold', 'apple', 'newphone', 'big', 'thin']"
8440,"['nothing', 'really', 'special', 'new', 'iphone', 'need', 'take', 'lesson', 'android', 'evo', 'fail', 'iphone', 'apple']"
8441,"['hardy', 'iphone', 'snapon', 'love', 'kill', 'hardy', 'iphone', 'kill', 'snapon']"
8442,"['iphone', 'headphone', 'break', 'always', 'often', 'within', 'three', 'month', 'pair', 'broken', 'apple']"
8443,"['samsung', 'grand', 'doodle', 'case', 'diy', 'samsung', 'grand', 'doodle', 'case', 'blackandwhite']"
8444,"['well', 'updated', 'iphone', 'jacked', 'apple', 'fixit']"
8445,"['feel', 'sorry', 'samsung', 'cop', 'joint', 'note', 'got', 'iphonese', 'small']"
8446,"['laughing', 'month', 'going', 'buy', 'new', 'samsung', 'mobile', 'phone']"
8447,"['phone', 'still', 'percent', 'manage', 'apple', 'iphone']"
8448,"['use', 'bing', 'apple', 'device', 'way', 'saying', 'capitalism', 'freedom', 'murica', 'bitcheslovebillgates']"
8449,"['first', 'tweet', 'brand', 'new', 'macbook', 'space', 'grey', 'apple']"
8450,"['brand', 'new', 'story', 'iphone', 'connection', 'personalize', 'free', 'romance']"
8451,"['phone', 'macbook', 'ipad', 'tweeeking', 'hard', 'right', 'skipping', 'loading', 'opening', 'random', 'clicking', 'embarrassing']"
8452,"['first', 'time', 'apple', 'long', 'time', 'taste', 'horrible', 'thestuggletoeatfruitsisreal']"
8453,"['friday', 'actitud', 'boy', 'picoftheday', 'peace', 'iphonex', 'instapic', 'instaboy']"
8454,"['ultimate', 'fbi', 'quiz', 'friend', 'gratitude', 'ipad', 'iphone', 'blackberry', 'entrepreneur']"
8455,"['feel', 'like', 'cry', 'get', 'vine', 'viddy', 'channel', 'account', 'stupid', 'apps', 'hateapple']"
8456,"['free', 'ipad', 'iphone', 'kindle', 'amazon', 'prime', 'dawn', 'girl', 'retweet', 'tech', 'news', 'amreading']"
8457,"['currently', 'downloading', 'fortnite', 'gon', 'give', 'see', 'hype', 'may', 'return', 'gtav', 'may', 'get', 'lost', 'fortnite', 'never', 'return', 'know', 'lol', 'gaming', 'playstation', 'gamergirl', 'newbie', 'life', 'sony', 'like']"
8458,"['android', 'market', 'share', 'four', 'time', 'apple', 'four', 'time', 'justsayin']"
8459,"['jailbreak', 'tool', 'apple', 'iphone', 'ipad', 'ipod', 'io']"
8460,"['stupid', 'ipad', 'flash', 'player', 'let', 'watch', 'online', 'stream', 'united', 'city', 'match', 'tonight', 'worstdayever']"
8461,"['new', 'sony', 'xperia', 'yeppie', 'androidphotography', 'sony', 'cellphone', 'gadget', 'fav', 'peace']"
8462,"['might', 'happy', 'human', 'beeing', 'alive', 'right', 'iphone', 'plus', 'apple', 'igoit', 'iphone', 'iphone', 'mylove', 'thanksgod', 'applepic', 'twitter', 'com', 'jeka', 'jdw']"
8463,"['luxury', 'car', 'iphone', 'iphonesia', 'apple', 'tech', 'photooftheday', 'twelveskip', 'instadaily', 'success']"
8464,"['android', 'war', 'bother', 'samsung', 'versus', 'htcone', 'matter', 'extremely', 'nokialumia']"
8465,"['samsung', 'galaxy', 'rated', 'better', 'iphone', 'fact', 'kicked', 'iphone', 'butt']"
8466,"['retweet', 'follow', 'followback', 'gain', 'iphone', 'sougofollow']"
8467,"['step', 'yesterday', 'almost', 'mile', 'walked', 'exercise', 'workout', 'weightloss', 'health', 'wellness', 'seen', 'apple', 'watch', 'synced', 'withings', 'nokia', 'healthmate', 'app', 'geek', 'quantifiedself', 'thankful', 'grateful', 'weekend', 'neverstop', 'relentlesspic', 'twitter', 'com', 'uafb']"
8468,"['effing', 'happy', 'treatyoself', 'samsung', 'galaxyview', 'sale', 'att', 'bigscreen', 'art']"
8469,"['waiting', 'moment', 'long', 'time', 'finally', 'apple', 'iphone', 'cool', 'technology']"
8470,"['give', 'ipad', 'ready', 'reset', 'dont', 'even', 'care', 'picture', 'anything', 'sodone', 'teamandroid']"
8471,"['google', 'samsung', 'nexus', 'unlocked', 'phone', 'warranty', 'samsung', 'pop', 'rock', 'pop', 'culture', 'touchphone']"
8472,"['fucking', 'piece', 'shit', 'never', 'give', 'song', 'looking', 'want', 'karaoke', 'version', 'apple', 'suck']"
8473,"['think', 'could', 'complain', 'enough', 'io', 'apple', 'product']"
8474,"['photo', 'new', 'phone', 'case', 'came', 'mail', 'china', 'hellokitty', 'iphone', 'case', 'china', 'taken']"
8475,"['dear', 'apple', 'stupid', 'fucking', 'inadequate', 'piece', 'shit', 'send', 'watch', 'ordered', 'fucking', 'plus', 'month', 'ago', 'applewatch']"
8476,"['cheer', 'cheer', 'whiskey', 'alcohol', 'sunday', 'winter', 'cold', 'nature', 'forum', 'igfame', 'iphone']"
8477,"['quality', 'time', 'samsung', 'opudepartement', 'fun', 'joyfull', 'bandar', 'jakarta', 'resto', 'summarecon']"
8478,"['anyone', 'thinking', 'updating', 'io', 'bother', 'ruinedmyphone', 'nothappy']"
8479,"['apple', 'want', 'spend', 'extra', 'month', 'music', 'apple']"
8480,"['fall', 'love', 'every', 'time', 'wifey', 'mylife', 'cute', 'iphone', 'girlfriend', 'beautiful']"
8481,"['icloud', 'reason', 'nice', 'thing', 'image']"
8482,"['hello', 'twitterworld', 'summer', 'zeeland', 'samsung', 'europe', 'brouwershaven', 'grevelingenmeer', 'visithollandpic', 'twitter', 'com', 'lgsfl', 'tszo']"
8483,"['cute', 'girly', 'case', 'new', 'ipadair', 'apple', 'happiness', 'apple', 'collection']"
8484,"['gain', 'follower', 'must', 'follow', 'follow', 'back', 'follow', 'everyone', 'rts', 'gain', 'iphone', 'sougofollow']"
8485,"['playing', 'new', 'toy', 'testing', 'new', 'motorola', 'microcells', 'vodafone', 'lab', 'vodafone', 'village']"
8486,"['swiming', 'pool', 'summer', 'solo', 'jumping', 'sony', 'xperiaz', 'alliswell', 'grand', 'taner', 'hotel']"
8487,"['photo', 'dinner', 'bbqchicken', 'salad', 'apple', 'glutenfree', 'healthy', 'colorful', 'place', 'lowcarb']"
8488,"['gain', 'follower', 'must', 'follow', 'follow', 'back', 'follow', 'everyone', 'rts', 'gain', 'iphone', 'sougofollow']"
8489,"['trying', 'find', 'stock', 'like', 'trying', 'find', 'turbo', 'man', 'jingle', 'way', 'putthecookiedown', 'sony', 'psn', 'stock']"
8490,"['dear', 'apple', 'fuckyou', 'putting', 'icing', 'cake', 'really', 'free', 'nicktoons']"
8491,"['apple', 'cause', 'want', 'tweet', 'much']"
8492,"['new', 'ring', 'iphonex', 'canon', 'canoncamera', 'followme', 'follow', 'follow', 'ring', 'fashion', 'tragedy']"
8493,"['dropped', 'charger', 'port', 'stopped', 'working', 'home', 'button', 'working', 'ima', 'keep', 'gettin', 'minor', 'fixed', 'apple']"
8494,"['casper', 'gaming', 'casper', 'retro', 'playstation', 'sony', 'picoftheday', 'instadaily', 'smile']"
8495,"['anyone', 'else', 'wan', 'punch', 'word', 'friend', 'dumb', 'update', 'done', 'twice', 'still', 'say', 'need', 'update', 'ugh', 'apple']"
8496,"['oneplus', 'one', 'status', 'delivered', 'oneplus', 'oneplusone', 'geek', 'smartphone', 'neversettle']"
8497,"['apple', 'continues', 'suck', 'trying', 'charge', 'girlfriend', 'well', 'fix', 'mac', 'build', 'better', 'le']"
8498,"['bored', 'punch', 'quest', 'game', 'app', 'apple', 'iphone', 'awesome', 'fun', 'punch', 'quest', 'fight', 'bored']"
8499,"['friday', 'love', 'friday', 'party', 'weekend', 'htcone', 'iphonecase', 'samsung', 'lgcase']"
8500,"['fun', 'apps', 'kid', 'ready', 'laugh', 'loud', 'best', 'kid', 'apps', 'kid', 'facemelter', 'picture', 'iphone', 'talkingcarl']"
8501,"['end', 'penny', 'dreadful', 'shock', 'news', 'photography', 'fashion', 'health', 'fail', 'tech', 'ipad', 'iphone', 'funny', 'lol']"
8502,"['really', 'move', 'iphone', 'bed', 'annoying', 'fucked', 'apple']"
8503,"['samsung', 'update', 'yesterday', 'messed', 'cell', 'thanks', 'samsungsucks']"
8504,"['use', 'version', 'application', 'vmware', 'fusion', 'version', 'great', 'apple']"
8505,"['happy', 'wakesurf', 'babe', 'wakesurfgirls', 'superwet', 'vinkeveen', 'vinkeveenseplassen', 'nautique', 'wakeboarden', 'liquidforce', 'liquidforcenederland', 'redbullned', 'gopro', 'redbull', 'samsung']"
8506,"['whatever', 'jury', 'say', 'iphone', 'apple', 'samsung', 'galaxy', 'series', 'realthing', 'screwapple', 'apl']"
8507,"['trying', 'side', 'hair', 'iphone', 'igers', 'lastminute', 'lastcall', 'igers']"
8508,"['happy', 'note', 'factory', 'reset', 'note', 'samsung', 'galaxy']"
8509,"['july', 'festival', 'enjoy', 'marshmallow', 'apple', 'candy', 'pink', 'yellow', 'red']"
8510,"['io', 'iphone', 'unfair', 'people', 'latest', 'cellphone', 'allowed', 'apple']"
8511,"['old', 'exact', 'sony', 'playstation', 'box', 'artwork', 'prior', 'analog', 'stick', 'orginal', 'model', 'sold', 'segasaturn', 'purchased', 'turned', 'yr', 'november', 'kid', 'peace']"
8512,"['new', 'phone', 'haha', 'phone', 'sony', 'xperia', 'yeaaa', 'nomoreiphone']"
8513,"['com', 'fotor', 'fotorapp', 'okapi', 'fun', 'funday', 'event', 'sony', 'vease', 'randburg', 'sport', 'complex']"
8514,"['new', 'case', 'samsung', 'android', 'phone', 'new', 'case', 'animalprint', 'asian', 'cute', 'igers']"
8515,"['agree', 'still', 'programmed', 'basic', 'htc', 'phone', 'iphone', 'suck']"
8516,"['minorly', 'inconvenienced', 'taking', 'care', 'absolute', 'best', 'ask', 'thanks', 'apple']"
8517,"['sell', 'want', 'wherever', 'want', 'download', 'app', 'anyplace', 'anylocation', 'time', 'sale', 'success', 'store', 'location', 'mobilapp', 'app', 'apps', 'io', 'time', 'share', 'life', 'technology', 'partner', 'news', 'iphone', 'techpic', 'twitter', 'com', 'prdktt', 'bqu']"
8518,"['hey', 'iphone', 'lover', 'new', 'one', 'sept', 'hear', 'tent', 'outside', 'store', 'already', 'started', 'hahaha']"
8519,"['look', 'treated', 'gamecontroller', 'girlgamer', 'gamersunite', 'gaming', 'new', 'digitalnomad', 'ftw', 'gamers', 'sony', 'pic', 'twitter', 'com', 'inzc', 'vaiqq']"
8520,"['best', 'online', 'sale', 'rep', 'great', 'customer', 'service', 'samsung', 'yay']"
8521,"['yay', 'friend', 'lol', 'minion', 'fav', 'cute', 'ellooooooo', 'buddy', 'iphone', 'cover']"
8522,"['kid', 'platypus', 'sing', 'get', 'iphone', 'ipad']"
8523,"['night', 'sam', 'young', 'instagramers', 'instagood', 'statigram', 'tweegram', 'iphonesia', 'iphone']"
8524,"['know', 'got', 'early', 'work', 'quick', 'sesh', 'gtaonline', 'turn', 'hour', 'erm', 'yeah', 'gtav', 'gaming', 'sony', 'playstation', 'gamergirl', 'sesh', 'wheredidthetimego', 'like']"
8525,"['sunset', 'one', 'minute', 'ago', 'samsung', 'europe', 'sunset', 'zeeland', 'dezeekust', 'buienradar', 'weeronline', 'stormhour', 'pic', 'twitter', 'com', 'pknj']"
8526,"['going', 'take', 'fucking', 'year', 'get', 'back', 'song', 'new', 'ipod']"
8527,"['sony', 'oli', 'bear', 'toy', 'toy', 'bear', 'taiwan', 'sony']"
8528,"['yay', 'let', 'see', 'worth', 'money', 'airpods', 'apple']"
8529,"['takida', 'month', 'today', 'dog', 'funny', 'sweden', 'photooftheday', 'photo', 'iphone']"
8530,"['window', 'io', 'sound', 'like', 'trying', 'play', 'catch', 'crapple', 'teamwindowsphone']"
8531,"['free', 'ipad', 'iphone', 'kindle', 'amazon', 'prime', 'story', 'untold', 'retweet', 'nowplaying', 'breaking']"
8532,"['confusion', 'instagood', 'idk', 'random', 'iphone', 'iphoneography', 'white', 'black', 'quote', 'forever', 'itsmarrox']"
8533,"['would', 'like', 'wish', 'amazing', 'day', 'make', 'every', 'minute', 'count', 'tl', 'today', 'iphone', 'accessory', 'news', 'life', 'august']"
8534,"['got', 'early', 'birthday', 'present', 'today', 'new', 'phone', 'birthday', 'galaxy', 'samsung']"
8535,"['omelet', 'happy', 'today', 'face', 'smiling', 'smilies', 'egg', 'breakfast', 'morning', 'note', 'samsung', 'android']"
8536,"['star', 'war', 'knight', 'old', 'republic', 'ipad', 'guess', 'life', 'got', 'whole', 'lot', 'better', 'starwars', 'game', 'apple']"
8537,"['samsung', 'launch', 'two', 'day', 'ago', 'jess', 'hotel', 'work', 'blue', 'samsung', 'technology']"
8538,"['gain', 'follower', 'must', 'follow', 'follow', 'back', 'follow', 'everyone', 'rts', 'gain', 'iphone', 'sougofollow']"
8539,"['officially', 'samsung', 'employee', 'proud', 'kick', 'awesome', 'igaddict', 'igers', 'instadaily']"
8540,"['iphone', 'revolutionized', 'life', 'iphone', 'apple', 'tech', 'technology', 'evolution']"
8541,"['far', 'concerned', 'saying', 'anything', 'best', 'apple', 'item', 'like', 'saying', 'best', 'form', 'herpes']"
8542,"['love', 'new', 'camera', 'camera', 'christmas', 'christmaspresents', 'samsung']"
8543,"['gain', 'follower', 'must', 'follow', 'follow', 'back', 'follow', 'everyone', 'rts', 'gain', 'iphone', 'sougofollow']"
8544,"['fact', 'iphone', 'lukas', 'rossi', 'app', 'music', 'lukasrossi', 'follow']"
8545,"['know', 'best', 'way', 'back', 'mac', 'apple']"
8546,"['life', 'got', 'samsung', 'galaxy', 'camera', 'apple', 'pad', 'kuantan', 'pahang']"
8547,"['yay', 'guess', 'get', 'crap', 'load', 'free', 'advertising', 'today', 'torching', 'igloo', 'yes', 'lame', 'company', 'orange']"
8548,"['one', 'save', 'one', 'one', 'may', 'must', 'walk', 'path', 'buddha', 'buddha', 'quote', 'monday', 'motivation', 'blogger', 'bestoftheday', 'pretty', 'amazing', 'video', 'watchme', 'fashion', 'beautiful', 'samsung', 'swagpic', 'twitter', 'com', 'wlhrtpohku', 'glendale', 'galleria']"
8549,"['understand', 'point', 'getting', 'sim', 'ipad', 'download', 'watch', 'anything', 'without', 'wifi']"
8550,"['must', 'watch', 'movie', 'steve', 'job', 'apple', 'forever', 'life', 'iphone', 'ipad', 'ipod', 'imac']"
8551,"['yeah', 'going', 'buy', 'macbook', 'pro', 'december', 'time', 'save', 'money', 'apple', 'apple', 'macbookpro']"
8552,"['wah', 'missing', 'prom', 'prom', 'takemeback', 'pier', 'chelsea', 'city', 'iphone', 'iphoneonly', 'iph']"
8553,"['iphone', 'buy', 'real', 'brah', 'apple', 'via']"
8554,"['ipad', 'save', 'attachment', 'email', 'save', 'find', 'google', 'worthless']"
8555,"['another', 'shot', 'pier', 'iphone', 'iphone', 'instahot', 'life', 'like', 'fun', 'florida', 'warm', 'city', 'foll']"
8556,"['phone', 'piece', 'shit', 'apple', 'dick']"
8557,"['day', 'trying', 'solve', 'error', 'mac', 'nothing', 'worked', 'pissed', 'tomorrow', 'spent', 'reinstalling', 'everything']"
8558,"['lovely', 'edited', 'picture', 'wow', 'iphone', 'iphoneography', 'photo', 'oldcamera', 'unreleasedapp', 'photography']"
8559,"['aaagh', 'stephen', 'chance', 'get', 'rid', 'apple', 'blew', 'heart', 'go']"
8560,"['look', 'got', 'ahh', 'apple', 'ipad', 'excited', 'yolo', 'white', 'ymcmb', 'appledaft', 'instadaft', 'inst']"
8561,"['get', 'iphone', 'accessory', 'case', 'data', 'cable', 'power', 'headphone', 'apple', 'iphone', 'southport', 'liverpool', 'thursday', 'pic', 'twitter', 'com']"
8562,"['finally', 'new', 'fucking', 'phonee', 'samsung']"
8563,"['old', 'exact', 'sony', 'playstation', 'box', 'artwork', 'prior', 'analog', 'stick', 'orginal', 'model', 'sold', 'segasaturn', 'purchased', 'turned', 'yr', 'november', 'kid', 'peace']"
8564,"['walk', 'apple', 'appointment', 'sorted', 'lady', 'walk', 'without', 'appointment', 'treat', 'like', 'shit', 'applesolihull']"
8565,"['tried', 'fix', 'phone', 'restore', 'managed', 'wipe', 'app', 'data', 'including', 'pic', 'msg', 'gutted', 'greetin']"
8566,"['tswift', 'got', 'new', 'song', 'releasing', 'tonight', 'bad', 'itunes']"
8567,"['summer', 'back', 'germany', 'germany', 'today', 'iphone', 'sun', 'summer', 'instagram', 'instagood', 'instamood']"
8568,"['dont', 'get', 'hacked', 'fuckyou', 'sony', 'boy', 'dont', 'blame', 'twitter', 'user', 'blame', 'exec', 'security', 'theinterview']"
8569,"['gain', 'follower', 'must', 'follow', 'follow', 'back', 'follow', 'everyone', 'rts', 'gain', 'iphone', 'sougofollow']"
8570,"['dollar', 'charity', 'work', 'done', 'samsung', 'take', 'shut', 'fuck', 'samsung']"
8571,"['man', 'fucken', 'sound', 'fucken', 'work', 'iphone', 'apple']"
8572,"['happy', 'holland', 'samsung', 'zeeland', 'noordzee', 'perry', 'duvel', 'feelgood', 'brouwersdam', 'beachclubpic', 'twitter', 'com', 'uwycebf']"
8573,"['one', 'warned', 'shop', 'hvae', 'given', 'turkish', 'passport', 'buy', 'want', 'phone', 'repair', 'support']"
8574,"['gulped', 'rhyme', 'pulped', 'sculpt', 'check', 'rhyme', 'iphone']"
8575,"['think', 'possible', 'fallen', 'love', 'iphone', 'iphone']"
8576,"['would', 'love', 'instagram', 'ipod', 'broken', 'year', 'use', 'apple', 'product', 'fail', 'tech', 'failure', 'dontbuyapple']"
8577,"['beach', 'oceanmedallion', 'oceanoptimism', 'oceanwaves', 'ocean', 'oceanwaves', 'nature', 'iphone', 'ipad', 'io']"
8578,"['iphone', 'battery', 'fully', 'charged', 'hour', 'ago', 'think', 'salt', 'rubbing', 'update', 'end', 'shortly', 'oktoberfest']"
8579,"['got', 'feel', 'smart', 'phone', 'samsung', 'galaxy', 'samsunggalaxys']"
8580,"['crap', 'seems', 'gon', 'lose', 'latest', 'video', 'able', 'save', 'new', 'one', 'grr', 'apple']"
8581,"['phone', 'friend', 'phone', 'kiss', 'love', 'iphone', 'mickeymouse', 'phone']"
8582,"['thought', 'wait', 'next', 'iphone', 'legit', 'swag', 'apple']"
8583,"['accessary', 'let', 'gym', 'sony', 'nike', 'garmin', 'fitness', 'dome']"
8584,"['dell', 'dell', 'laptop', 'netbook', 'android', 'phone', 'dell', 'htc', 'apple', 'product', 'gen', 'ipod', 'sorry']"
8585,"['got', 'phone', 'case', 'finally', 'iphonesia', 'iphone', 'skull', 'flower', 'phonecase', 'sodope', 'apple']"
8586,"['flag', 'photo', 'frame', 'android', 'apps', 'unitedstate', 'cute', 'color', 'igers', 'iphoneonly', 'guitarplayer', 'iphone']"
8587,"['everytime', 'order', 'apple', 'product', 'want', 'punch', 'seller', 'face', 'right', 'punch', 'face', 'com']"
8588,"['yeeee', 'finally', 'arrived', 'cover', 'iphone', 'chanel', 'tweegram', 'photooftheday', 'instamood']"
8589,"['mjfam', 'boycott', 'aeg', 'sony', 'fakemjestate', 'killed', 'get', 'away', 'murdered', 'aeg']"
8590,"['pie', 'gone', 'like', 'smh', 'lol', 'outofhere', 'thanksgiving', 'thanksgiving', 'mypie', 'apple', 'pie']"
8591,"['awesome', 'blog', 'blog', 'blog', 'awesome', 'cool', 'funny', 'fun', 'amazing', 'blogger', 'youtube', 'google', 'apple', 'super']"
8592,"['iphone', 'app', 'video', 'review', 'pix', 'love', 'rush', 'iphone', 'app', 'video', 'review', 'pixn', 'rush']"
8593,"['ice', 'cream', 'run', 'cute', 'summer', 'instaddict', 'mylife', 'iphone', 'family', 'memory', 'stacited', 'brother', 'cutie']"
8594,"['person', 'apple', 'geek', 'called', 'apple', 'freak', 'applefreak', 'notapplegeek']"
8595,"['sadface', 'att', 'attproblems', 'data', 'interwebz', 'instagram', 'instagrammer', 'boo', 'nolimit', 'sony']"
8596,"['photo', 'photograph', 'kak', 'top', 'december', 'jump', 'sony', 'shot', 'likeforlike']"
8597,"['quadriceps', 'rhyme', 'rep', 'skep', 'prep', 'step', 'niepce', 'steppe', 'use', 'rhyme', 'iphone']"
8598,"['so', 'thankgod', 'iphone', 'flashlight', 'app', 'apple', 'nopower', 'sandy', 'sandyproblems', 'block']"
8599,"['sitting', 'store', 'waiting', 'appointment', 'faulty', 'battery', 'staff', 'canceled', 'appt', 'apple']"
8600,"['apple', 'minute', 'least', 'longer', 'normal', 'minute', 'bastardupdates']"
8601,"['weebed', 'new', 'phone', 'truly', 'mine', 'killlakill', 'samsung']"
8602,"['saturday', 'retweet', 'ipad', 'iphone', 'teamfollowback', 'edm', 'house', 'trap', 'plur', 'ultra', 'edc']"
8603,"['best', 'day', 'ever', 'girline', 'sony', 'pic', 'twitter', 'com', 'jxmqst']"
8604,"['way', 'battery', 'die', 'hour', 'brightness', 'apple']"
8605,"['love', 'family', 'tree', 'climbing', 'model', 'instakid', 'smile', 'sundayfunday', 'apple']"
8606,"['guess', 'mine', 'starbucks', 'iphone', 'awesome', 'amazing', 'halfoff', 'feelinggood', 'mothersday']"
8607,"['stupid', 'pencil', 'liner', 'forgot', 'eyeliner', 'brush', 'iphone', 'smoke', 'apple', 'instanation', 'cloud']"
8608,"['get', 'grip', 'phone', 'shop', 'popsockets', 'popsocket', 'getagrip', 'iphone', 'samsung', 'vivo', 'agnee', 'fuelyourfire', 'agneeadventures', 'india', 'sale', 'fifaworldcup', 'fifaworldcup', 'music', 'holiday', 'france', 'argentina', 'fraargpic', 'twitter', 'com', 'beisbbwstn']"
8609,"['mom', 'text', 'shesthebest', 'text', 'iphone', 'emoji', 'beyonce', 'beyhive']"
8610,"['followtrick', 'retweet', 'follow', 'followback', 'gain', 'today', 'iphone', 'sougofollow']"
8611,"['updated', 'ipad', 'locked', 'min', 'say', 'store', 'upgrade', 'apple', 'upgrade']"
8612,"['want', 'change', 'pic', 'unless', 'laptop', 'iphone', 'apple']"
8613,"['anyone', 'know', 'good', 'interface', 'itunes', 'grab', 'old', 'music', 'add', 'new', 'computer', 'link', 'iphone']"
8614,"['hate', 'apple', 'spent', 'minute', 'teying', 'update', 'ipod', 'even', 'work', 'mad', 'tooconfusing']"
8615,"['working', 'home', 'many', 'window', 'second', 'screen', 'work', 'great', 'work', 'apple', 'samsung']"
8616,"['enjoy', 'beautiful', 'sunset', 'today', 'evening', 'bicycleride', 'iphonex']"
8617,"['pc', 'exquisite', 'squishy', 'random', 'charm', 'iphone', 'strap', 'toy', 'decor', 'free', 'shop', 'style', 'sale', 'today', 'giveawaypic', 'twitter', 'com', 'hdfuk']"
8618,"['fuckyou', 'apple', 'force', 'update', 'wifi', 'work', 'fucking', 'weak', 'even', 'disconnect', 'halfway']"
8619,"['top', 'photo', 'app', 'available', 'photography', 'girl', 'iphone', 'quote', 'iphone', 'valentine']"
8620,"['peacepics', 'music', 'freedom', 'religion', 'hiphop', 'randb', 'soul', 'sony', 'peace', 'sanity', 'keep']"
8621,"['beanpole', 'rhyme', 'vole', 'soul', 'role', 'roll', 'pole', 'poll', 'apply', 'rhyme', 'iphone']"
8622,"['photo', 'suck', 'iphone', 'iphoneasia', 'iphone', 'iphone', 'iphone', 'apple', 'taken', 'instagram']"
8623,"['hananachmad', 'husband', 'kiss', 'miss', 'always', 'forever', 'home', 'samsung', 'android', 'iphone']"
8624,"['buy', 'orgasm', 'drink', 'fitness', 'yum', 'hyfr', 'honda', 'iphone', 'causeican', 'funny', 'wat']"
8625,"['number', 'addict', 'iphone', 'ipad', 'rating', 'msj', 'try', 'free', 'love', 'game', 'sooo', 'addicting']"
8626,"['delete', 'get', 'io', 'app', 'picture', 'bull', 'shit', 'apple']"
8627,"['swear', 'hate', 'iphone', 'charger', 'feel', 'like', 'putting', 'cord', 'every', 'kind', 'position', 'order', 'charge', 'apple']"
8628,"['run', 'step', 'min', 'run', 'calorie', 'running', 'get', 'fit', 'samsung', 'health', 'fitness', 'app', 'gps', 'map', 'run']"
8629,"['new', 'toy', 'ipod', 'io', 'apple', 'new', 'toy', 'praisethelord', 'blessed', 'nice', 'white', 'ipodniphone', 'applefan']"
8630,"['told', 'vampire', 'vampire', 'makeupartist', 'mua', 'art', 'nyc', 'sexy', 'summer', 'iphone', 'instahub']"
8631,"['special', 'app', 'valentine', 'fashion', 'girl', 'poem', 'valentineday', 'iphone']"
8632,"['rilla', 'cute', 'rillakuma', 'doll', 'picnic', 'hyper', 'ipad', 'samsung', 'android', 'galaxy', 'iphone']"
8633,"['wish', 'phone', 'die', 'within', 'like', 'hour', 'charger', 'iphone']"
8634,"['play', 'station', 'network', 'update', 'still', 'say', 'system', 'undergoing', 'maintenance', 'sony', 'psn', 'pissed', 'iamgonnabuyanxbox']"
8635,"['new', 'working', 'place', 'music', 'songmaking', 'song', 'samsung', 'working', 'space', 'yolo', 'nice']"
8636,"['calling', 'aki', 'nando', 'screenshot', 'incoming', 'call', 'celcom', 'samsung', 'sony', 'android', 'aki', 'torr']"
8637,"['think', 'similar', 'basic', 'ipad', 'price', 'know', 'dosh', 'spare']"
8638,"['iphone', 'wordpress', 'drupal', 'gardening', 'cooking', 'software', 'designer', 'mommy', 'kid', 'art', 'knit', 'wife', 'organic', 'order']"
8639,"['stand', 'right', 'free', 'speech', 'sony', 'bunch', 'pussy', 'add', 'little', 'northkorea', 'credit', 'theinterview']"
8640,"['apple', 'run', 'non', 'applicable', 'adjective', 'product', 'realize', 'discover', 'verb', 'stupidcompany']"
8641,"['spongebob', 'squarepants', 'instagood', 'iphone', 'iphoneonly', 'followme', 'spongebob', 'patrick', 'lazy', 'skid']"
8642,"['new', 'favorite', 'headphone', 'made', 'specifically', 'djing', 'sony', 'sonydj', 'yes', 'pic', 'twitter', 'com', 'lyfffrdgze']"
8643,"['ozazzio', 'officialfm', 'art', 'arte', 'today', 'nokia', 'iphone']"
8644,"['psychedelic', 'fish', 'art', 'artwork', 'digitalart', 'fish', 'goldfish', 'photography', 'samsung', 'colourful', 'line', 'pic', 'twitter', 'com', 'enn', 'lkpxig']"
8645,"['keep', 'calm', 'skateboarding', 'fuckyou', 'skateboarding', 'allday', 'fuck', 'snow', 'apple']"
8646,"['new', 'stiker', 'cover', 'phone', 'ilove', 'happy', 'phone', 'note', 'samsung', 'cover', 'cute']"
8647,"['iphone', 'fully', 'charged', 'morning', 'battery']"
8648,"['follow', 'instagram', 'sup', 'surf', 'fun', 'capetown', 'funny', 'sexy', 'samsung', 'pic', 'twitter', 'com', 'myad']"
8649,"['fresh', 'butterfly', 'steemit', 'butterfly', 'new', 'fresh', 'nature', 'color', 'color', 'wow', 'cool', 'like', 'look', 'photo', 'photo', 'photography', 'image', 'image', 'sony', 'sonyphotography', 'sonyphoto', 'sonyphotos', 'sonylens', 'lens', 'photofeed', 'feed', 'follow', 'art', 'artphotography']"
8650,"['love', 'newipad', 'impressive', 'ipad', 'apple', 'great', 'excited', 'apple']"
8651,"['crazy', 'happy', 'beautifulday', 'like', 'like', 'follow', 'follow', 'iphone', 'iphonephoto']"
8652,"['luv', 'know', 'rip', 'zune', 'player', 'trending']"
